"station","param","p_0","p_5","p_10","p_25","p_50","p_75","p_90","p_95","p_100"
"tjrhp","no23f",,,,,,,,,
"tjrhp","po4f",,,,,,,,,
"tjrmm","chla",,0.189509174304626,0.39,0.6625,1.325,2.4875,6.295,11.0775,
"tjrmm","nh4f",,0.0132,0.0293,0.0665,0.167,0.29,0.6376,1.0572,
"tjrmm","no23f",,0.00725,0.00975,0.016,0.02425,0.0435,0.086,0.117,
"tjrmm","po4f",,0.019925,0.02205,0.04125,0.067,0.109125,0.2178,0.334525,
"tjros","chla",,0.32685773738591,0.57,0.9,1.735,4.335,13.038,22.9819999999999,
"tjros","nh4f",,0.0109,0.01999,0.0480125,0.1139,0.4278875,1.7267,3.6706,
"tjros","no23f",,0.0022,0.0042,0.01035,0.025,0.08,0.18993,0.416599999999999,
"tjros","po4f",,0.0554,0.0716,0.118,0.1615,0.347,0.706,0.91944,
"tjrpe","chla",,2.43,3.63,7.16,18.74,35.78,74.39,100.77,
"tjrpe","nh4f",,0.00276323139005191,0.00319792805113873,0.005,0.0108333333333333,0.016,0.0233,0.02705,
"tjrpe","no23f",,0.00311418459324533,0.00402805904028316,0.00575191683215693,0.01,0.02325,0.0312,0.0412,
"tjrpe","po4f",,0.008,0.0091,0.0175,0.022,0.039,0.0655,0.14085,
"tjrpr","chla",,1.00775,1.215,1.77,2.335,3.2475,4.5665,4.86,
"tjrpr","nh4f",,0.00898075970506177,0.0102,0.01825,0.0263,0.037225,0.04762,0.056,
"tjrpr","no23f",,0.00148317598886553,0.00294275340827985,0.0054875,0.009725,0.0172875,0.045,0.1636,
"tjrpr","po4f",,0.02,0.02266,0.025775,0.03,0.04165,0.0556,0.0691,
"tjrrc","chla",,0.5625,0.675,0.7625,1,1.675,4.395,5.2725,
"tjrrc","nh4f",,0.1788,0.242,0.29975,1.295,2.00675,8.954,14.4585,
"tjrrc","no23f",,0.00323228842523576,0.00489291537009431,0.0085,0.039,0.063,0.1112,0.1951,
"tjrrc","po4f",,0.0407705949601467,0.058,0.0965,0.313,1.0415,3.9876,4.5268,
"tjrrm","chla",,,,,,,,,
"tjrrm","nh4f",,,,,,,,,
"tjrrm","no23f",,,,,,,,,
"tjrrm","po4f",,,,,,,,,
"tjrsb","chla",,0.612,0.986,1.45,2.125,3,5.95,7.796,
"tjrsb","nh4f",,0.00544218275424463,0.008,0.015,0.02215,0.034,0.0513333333333333,0.072,
"tjrsb","no23f",,0.00124495065360702,0.002045,0.005575,0.010475,0.0319875,0.1102,0.261049999999999,
"tjrsb","po4f",,0.02436,0.02703,0.0315,0.0403333333333333,0.0508333333333333,0.069,0.09161,
"tjrtl","chla",,0.95,1.1,1.375,2.45,10.675,18.455,21.0025,
"tjrtl","nh4f",,0.01545,0.0336,0.06625,0.1225,0.33275,0.6719,1.589825,
"tjrtl","no23f",,0.0134,0.022,0.043875,0.09375,0.2855,0.62205,1.144075,
"tjrtl","po4f",,0.06025,0.0707,0.125375,0.1985,0.261125,0.4776,0.548475,
"welht","chla",,0.0352241533458392,0.0505979686984285,0.0910447855186438,0.2,0.4,0.74,1.51715,
"welht","nh4f",,0.000592028278676744,0.000919865144174277,0.00207131549850966,0.00428701783744667,0.0101398422082676,0.0304,0.037265,
"welht","no23f",,0.024025,0.03265,0.06505,0.11125,0.1663,0.22028,0.281525,
"welht","po4f",,6.40841618087952e-05,0.000103217665616013,0.000221081996410543,0.000487031592432167,0.00112599496394695,0.003,0.004,
"welin","chla",,0.219718587493226,0.3,0.5375,0.9,1.55,2.1144,2.410925,
"welin","nh4f",,0.00560386745517592,0.00662236122614547,0.014125,0.027,0.0474375,0.114955,0.1727325,
"welin","no23f",,0.00492560238759438,0.00709612891206216,0.0110280672060953,0.034,0.1005,0.1317,0.1433,
"welin","po4f",,0.00299761558599377,0.00373678021998946,0.00675,0.0125,0.0189,0.024,0.0256,
"wellm","chla",,0.13942751313534,0.2,0.4,0.7,1.249,1.9,2.83,
"wellm","nh4f",,0.00328942586474466,0.00467347104314492,0.008,0.018,0.031,0.0564,0.0999999999999998,
"wellm","no23f",,0.0100159125810345,0.0122509048211836,0.02575,0.066,0.098125,0.12885,0.1427,
"wellm","po4f",,0.00071673479272123,0.000989928722076061,0.0015552770999439,0.003,0.0075,0.0133,0.0174,
"welml","chla",,1.287975,1.41495,1.795875,3.2315,4.9885,5.9479,6.2677,
"welml","nh4f",,0.02665,0.0274,0.032125,0.0514,0.05875,0.08918,0.11159,
"welml","no23f",,0.01118,0.01131,0.0117,0.03405,0.0733,0.08293,0.08614,
"welml","po4f",,0.00121927154433137,0.00146284769622091,0.0025625,0.004775,0.0071375,0.009475,0.0103125,
"welsm","chla",,0.0702731386325273,0.100326925150573,0.2,0.4,0.75,1.5,2.0725,
"welsm","nh4f",,0.00208027035190952,0.00272945466549451,0.00454603163894512,0.00730974813508213,0.0146125,0.026,0.0303,
"welsm","no23f",,0.019675,0.02835,0.060125,0.10555,0.133625,0.16275,0.1763,
"welsm","po4f",,0.000168892055637467,0.00024388569935154,0.000439862454506363,0.000839695178426077,0.00176473143332381,0.004,0.005,
"wkbfr","chla",,2.58866666666667,3.95066666666667,8.4,18.2,35.6133333333333,62.366,89.8913333333333,
"wkbfr","nh4f",,0.00617395649989439,0.00817943361177292,0.01875,0.049,0.0915,0.1302,0.163333333333333,
"wkbfr","no23f",,0.06,0.113333333333333,0.216333333333333,0.49,0.738333333333333,1.20633333333333,1.56,
"wkbfr","po4f",,1.3515095766492e-06,3.51221845139318e-06,1.59300485871497e-05,8.67669042708975e-05,0.000489655119234407,0.00206533116346142,0.00759999999999991,
"wkbmb","chla",,6.6325,11.01,19.6075,30.4816666666667,46.6225,70.3133333333333,100.475,
"wkbmb","nh4f",,0.00314599094140573,0.00413384624370392,0.00971850737221339,0.0221666666666667,0.048,0.102433333333333,0.1483,
"wkbmb","no23f",,0.00712797474801363,0.0117333333333333,0.0351666666666667,0.142666666666667,0.365333333333333,0.690400000000001,1.04846666666667,
"wkbmb","po4f",,4.58546394466423e-06,1.00920496761818e-05,3.59843864960915e-05,0.000149011676996352,0.00068116712654759,0.00260275987498306,0.00619999999999993,
"wkbmr","chla",,4.69766666666667,7.352,16.7925,28.5133333333333,45.5175,71.9826666666667,85.5706666666667,
"wkbmr","nh4f",,0.004,0.00543142302152351,0.0135833333333333,0.0343333333333333,0.06075,0.0986666666666667,0.13905,
"wkbmr","no23f",,0.02335,0.0448666666666667,0.117416666666667,0.3405,0.624333333333333,1.00939666666667,1.32058333333333,
"wkbmr","po4f",,5.73693805115617e-07,1.57720799520757e-06,7.81248478820683e-06,4.86413093148016e-05,0.000332185176937479,0.00159350132552327,0.00719999999999997,
"wkbwb","chla",,7.56266666666667,10.4953333333333,19.245,29.9033333333333,44.71,72.833,86.9566666666666,
"wkbwb","nh4f",,0.00424935033686753,0.00502914302758629,0.0119794397159349,0.027,0.0580833333333333,0.1088,0.134616666666667,
"wkbwb","no23f",,0.00400558016582437,0.00599373374833349,0.0176666666666667,0.0703333333333333,0.211833333333333,0.445066666666667,0.76855,
"wkbwb","po4f",,7.56882917477551e-06,1.5566533143628e-05,5.23268278086837e-05,0.000195432180437674,0.00078898909472303,0.00254073579337413,0.00866666666666663,
"wkbws","chla",,2.37620477022442,2.68728334105405,7.53833333333333,12.8608333333333,22.025,31.0054545454545,32.4339545454545,
"wkbws","nh4f",,0.011828532464403,0.0163991216733243,0.0220833333333333,0.02625,0.0471666666666667,0.124608333333333,0.138016666666667,
"wkbws","no23f",,0.157069012447794,0.19825,0.24405303030303,0.399583333333333,0.653935606060606,0.885783333333333,1.1087,
"wkbws","po4f",,0.0095,0.0095,0.0095,0.0095,0.0095,0.0095,0.0095,
"wqbcr","chla",,1.51475,2.18811858412977,4.825,14.025,27.1875,43.655,51.011,
"wqbcr","nh4f",,0.00357488908937413,0.00570532943049966,0.0118,0.022,0.043925,0.0784600000000001,0.121375,
"wqbcr","no23f",,0.00737811509145825,0.014545,0.0379875,0.08125,0.129875,0.221515,0.3064775,
"wqbcr","po4f",,0.00252557794957785,0.003,0.005425,0.009075,0.0173875,0.033,0.0428875,
"wqbmh","chla",,0.705328080882309,0.903,1.6,2.4,4.075,5.08,6.315,
"wqbmh","nh4f",,0.00330242899565889,0.00331832257261175,0.0077625,0.0139,0.022125,0.03545,0.0460175,
"wqbmh","no23f",,0.00113040405169019,0.00165034721989605,0.00368942550678836,0.007525,0.0136625,0.0297,0.03884,
"wqbmh","po4f",,0.00359289671356967,0.005,0.00733697192126761,0.015,0.02,0.03074,0.04037,
"wqbmp","chla",,0.7,1.1,1.8,2.87,4.9,8.8,11.45,
"wqbmp","nh4f",,0.00256995880354907,0.00302032870701167,0.0065,0.01395,0.02305,0.03875,0.05135,
"wqbmp","no23f",,0.000383818089116714,0.000538514925110111,0.000814236301670576,0.0047,0.01245,0.02393,0.03794,
"wqbmp","po4f",,0.00169445853526712,0.00295,0.005,0.00865,0.01675,0.04245,0.04655,
"wqbsl","chla",,0.584912776623028,0.9,1.535,2.6,4.775,9.94,12.61,
"wqbsl","nh4f",,0.00257152358302171,0.00341296154116293,0.008575,0.0155,0.0264,0.0518,0.061,
"wqbsl","no23f",,0.000314887980318725,0.000349911806822654,0.000692388032626431,0.002975,0.0075875,0.0166,0.0388175,
"wqbsl","po4f",,0.00102237621989073,0.00148179540966711,0.003,0.006,0.01525,0.03854,0.044015,
